,info,Tal1,Dmbx1,Emx2,Uncx,Paxip1,Ctnnb1,Prdm1,Rybp,Nfkb2,Tfdp2,Grhl1,Sp8,Irf2,Zfp287,Esr2,Zfp128,Vav1,Sp1,Ppargc1b,Sp7,Pin1,Nfya,Vsx1,Klf1,Vsx2,Mybl1,Mybl2,Rnf2,Blzf1,Topors,Nr3c2,Nfia,Taf6l,Nr4a3,Hoxd12,Hoxd13,Ttf1,Sox9,Nr2e1,Polr2b,Hltf,Sox6,Pbx3,Sox5,Foxa1,Cdc5l,Cebpg,Ciita,Rest,Ets1,Mafk,Tbx15,Scml2,Myb,Clock,Rbpj,Foxc1,Zfp422,Pias3,Runx1,Ppara,Relb,Vdr,Cdc6,Arid3a,Lhx1,Hoxb8,Hoxb9,Hic1,Lhx6,Six4,Hoxb3,Zfp263,Cbfa2t3,Ehf,Nhlh1,Gata6,Gata4,Gata5,Lpp,Nfe2l3,Nfe2l2,Tmf1,Gli1,Tbx2,En1,En2,Hnf1a,Tbx4,Zfp423,Elf1,Foxb1,Elf2,Elf4,Mxd1,Wt1,Rfx4,Bhlhe41,Sox13,Taf4b,Rfx2,Sox17,Ahr,Sall4,Med14,Smyd1,Sall3,Arid2,Zfp64,Pgr,Trps1,Hoxa1,Bach2,Bach1,Notch3,Pknox1,Pknox2,Sin3a,Etv3,Smad9,Smad5,Alx1,Egf,Mn1,Nkx3-1,Rbak,Gabpa,Nfkbiz,Zscan21,Trp73,E2f7,Esrrg,Rbpjl,Nfatc4,Nr5a1,Neurod4,Esrrb,Tbx21,Rorc,Mitf,Pax7,Pax6,Pax1,Pax3,Pax2,Pax9,Zkscan17,Gfi1,Mzf1,Runx3,Smarca4,Foxd4,Foxd3,Creb1,Srebf1,Sox11,Gmeb2,Irx4,Pou3f2,Ikzf1,Tcf23,Mtf2,Npas3,Nfatc3,Nfil3,Phox2b,Plag1,E2f2,Ddx3x,Taf2,Pou4f1,Trim33,Tsc2,Lmx1a,Nr2f2,Eomes,Wwtr1,Foxo1,Ar,Zfp354a,Elk4,Foxo4,Sall1,Mycn,Maml3,Foxp3,Atm,Uaca,Tbr1,Pml,Lhx3,Atr,Zbtb33,Ptch1,Lhx5,Barhl1,Irx5,Tfap2b,Tfap2e,Rxra,Rxrb,Gli2,Gli3,Zic4,Zic5,Zic2,Zic3,Satb1,Onecut2,Foxn4,Mnat1,Foxn1,Dlx2,Vezf1,sncg,sst,th,vip,xdh,slc17a8,slc5a7,slc6a3,slc6a8,smad3,opalin,pdgfra,palvb,reln,slc17a7,lyve,mfge8,mog,myl14,ndnf,ctss,foxj1,gad1,htr3a,igtp,acta2,alldh1l1,camk2,chat,cldn5,ngef,tiam1,slc1a2,gja1,fbll1
859,329x786,8,5,7,0,16,37,15,14,9,16,9,5,11,5,4,5,7,7,7,15,5,16,1,4,12,8,5,5,27,2,14,11,2,7,9,3,6,5,4,3,5,8,15,11,0,6,12,5,4,17,7,7,12,14,22,7,10,1,12,12,13,11,12,7,8,3,11,4,9,13,7,11,17,11,2,8,3,5,6,1,8,4,2,8,6,3,3,4,1,7,4,4,6,0,8,9,3,7,16,3,4,10,2,15,10,6,2,1,3,5,25,7,7,11,8,10,9,2,8,7,7,15,12,1,5,7,3,2,13,8,12,10,5,2,12,9,4,12,0,8,10,17,6,5,10,26,4,6,2,9,12,7,3,16,7,9,2,5,9,5,14,4,14,11,10,1,5,5,15,8,7,12,10,7,3,17,13,5,17,9,8,9,9,9,8,9,16,10,2,8,1,0,14,3,20,0,25,2,3,12,7,4,16,14,21,7,22,5,9,9,14,6,9,17,13,9,24,4,16,5,23,14,8,13,7,13,16,13,14,1,7,9,9,13,9,17,14,16,23,10,14,15,21,50,4,19,24,2,13
867,474x276,25,10,6,13,13,53,22,16,7,16,10,16,11,4,7,13,15,2,4,20,7,13,14,19,7,19,6,16,13,12,7,18,5,8,8,4,8,17,13,13,12,9,10,12,2,8,10,10,7,20,12,15,24,13,11,6,12,7,6,15,11,21,19,9,8,4,26,19,14,6,13,12,28,30,14,24,8,13,1,6,8,28,12,13,5,4,9,14,8,34,3,4,8,14,7,10,12,14,5,11,22,1,16,17,12,9,8,2,10,15,12,9,9,13,14,17,8,14,8,12,10,12,7,22,12,8,22,4,22,18,6,16,20,16,11,11,0,7,4,11,7,1,16,5,11,5,3,5,1,11,19,10,21,13,14,8,2,6,6,14,3,15,8,18,2,22,12,24,22,5,1,9,28,15,10,6,28,8,24,16,10,15,8,22,8,8,17,7,9,6,10,2,8,25,13,10,12,24,6,10,8,8,23,33,22,22,35,5,8,15,16,20,6,13,33,4,30,4,37,9,26,21,10,27,9,36,28,16,37,10,36,28,45,16,14,31,12,23,23,33,18,31,13,34,11,22,33,7,22
868,412x297,25,16,17,17,37,43,4,42,18,23,38,17,7,12,21,7,15,14,23,33,16,14,13,26,10,19,16,29,27,27,32,8,9,25,20,25,19,19,10,35,29,29,15,48,13,34,14,8,15,21,27,13,22,14,69,24,7,23,32,9,3,19,16,30,20,14,17,20,30,18,21,37,35,26,17,12,16,8,13,12,27,10,37,21,10,8,17,14,14,36,14,13,8,9,20,21,11,12,20,6,36,18,29,19,54,14,11,18,25,13,4,7,23,21,14,26,8,38,20,23,11,30,11,25,14,10,28,21,61,20,23,28,19,21,19,19,17,27,23,10,16,10,24,21,26,17,19,19,23,19,41,5,25,39,3,16,19,12,14,5,18,24,12,21,16,19,15,25,16,42,14,22,20,26,15,46,19,14,42,13,28,14,12,13,12,27,27,19,17,20,17,12,20,35,13,17,19,9,33,13,20,17,16,20,26,20,9,14,22,31,35,18,13,41,80,22,112,9,70,16,53,38,38,51,18,67,55,46,118,13,28,43,59,41,32,54,33,53,49,36,45,34,46,24,19,29,19,2,48
869,404x393,9,14,8,1,13,52,19,11,9,6,10,5,5,22,12,7,10,15,10,13,8,24,9,13,3,10,9,24,27,9,18,19,11,10,24,2,3,5,4,9,5,5,26,11,3,13,1,2,5,8,17,3,13,8,10,7,14,7,10,7,4,10,8,10,6,15,23,14,4,6,14,9,9,12,8,15,5,1,2,10,13,16,41,8,3,1,12,5,4,10,11,5,12,12,7,5,14,3,17,5,14,6,23,8,27,16,6,29,5,3,3,6,0,6,10,2,10,15,16,19,4,22,12,6,15,9,8,0,27,14,4,15,17,0,7,14,10,16,1,9,10,8,11,1,2,15,12,29,9,7,7,1,4,17,1,17,3,7,10,2,2,13,4,14,8,15,8,10,13,25,22,3,28,9,4,7,14,16,2,11,8,8,13,13,7,14,15,1,0,5,17,4,16,13,6,13,12,5,13,21,14,15,9,17,9,7,8,12,12,7,17,12,7,12,34,9,31,2,21,9,21,14,4,28,9,20,24,14,45,9,10,14,24,12,13,38,16,18,27,8,12,39,17,8,14,14,39,13,17
870,438x398,19,8,7,6,0,31,6,11,12,12,5,17,17,15,13,13,5,11,10,19,12,21,11,22,7,8,5,11,1,2,8,9,5,11,16,0,2,19,11,12,5,22,9,19,12,19,12,0,5,3,10,14,12,16,5,8,14,11,11,10,9,6,11,28,14,11,8,12,15,2,10,0,11,7,2,8,5,6,10,10,15,5,3,2,8,3,2,9,2,20,8,13,4,8,8,5,5,8,5,5,3,11,4,8,14,9,5,12,6,12,6,12,12,15,6,11,5,7,13,8,2,12,8,4,11,11,22,7,20,3,4,17,8,3,19,12,1,11,7,1,5,5,12,0,6,4,10,23,5,5,8,0,13,18,0,21,10,6,12,5,6,11,13,13,7,13,13,3,24,13,23,14,16,10,7,0,17,26,17,12,6,13,7,2,14,10,6,3,12,7,6,1,12,22,17,8,5,1,17,23,8,6,12,18,18,9,4,4,8,14,10,6,3,11,21,5,17,8,28,10,23,14,6,17,17,25,24,10,34,17,12,12,13,15,11,19,19,11,15,12,17,36,23,9,4,7,41,7,19
871,345x402,31,18,8,27,25,87,23,30,19,43,57,30,19,28,21,7,20,35,25,25,20,29,23,27,25,19,20,24,25,35,52,16,20,40,24,4,13,24,13,27,23,33,27,76,16,42,34,19,13,24,31,14,35,13,57,31,37,14,23,5,25,25,16,28,23,16,25,39,19,9,28,51,14,53,15,18,30,11,23,28,34,10,34,6,27,20,15,20,22,53,17,21,25,19,33,20,16,21,20,22,26,27,32,32,58,24,6,19,7,35,25,27,18,25,22,20,13,28,35,40,36,36,11,30,12,31,31,20,35,29,43,25,35,31,32,14,10,40,25,19,32,21,31,25,28,19,21,25,31,28,96,17,23,31,17,17,10,13,9,11,15,49,24,46,15,9,27,20,27,44,21,51,63,18,22,36,35,26,44,15,17,19,15,21,40,38,49,10,21,14,17,12,48,35,19,30,34,27,27,8,34,20,30,20,32,31,32,33,23,20,35,22,23,44,80,32,108,17,78,24,60,42,18,92,20,57,77,58,170,30,21,58,66,52,22,101,46,60,78,65,55,65,56,19,29,43,31,5,66
872,456x458,38,23,22,34,28,85,24,38,20,53,34,30,11,13,31,19,8,26,24,26,23,18,20,37,22,29,21,12,41,42,51,24,19,37,27,12,44,46,11,43,19,37,50,36,6,32,27,8,16,27,27,26,9,23,35,14,20,20,25,7,19,35,21,32,30,11,44,15,21,16,20,21,41,52,18,28,14,13,25,37,26,22,27,7,13,10,28,9,7,36,35,25,30,24,28,21,24,27,13,14,56,21,47,20,60,13,22,34,21,38,31,27,21,22,12,42,38,39,31,23,30,37,11,46,12,53,31,21,39,19,28,40,28,16,17,24,21,24,25,10,20,26,21,35,18,22,20,31,37,25,85,16,26,47,16,38,10,19,41,15,6,23,34,31,49,25,27,21,41,26,21,62,51,6,30,27,42,27,33,30,19,29,7,39,17,36,31,14,23,16,34,20,21,31,44,34,8,17,31,19,43,34,25,16,18,34,29,35,21,27,6,7,23,31,119,34,110,15,87,30,67,65,41,58,26,85,63,52,141,27,20,46,64,52,23,65,33,59,59,55,65,79,70,30,30,52,32,12,49
873,301x460,17,0,17,15,25,49,18,21,11,40,10,34,4,26,8,7,28,20,13,24,27,12,17,11,21,10,14,31,28,15,17,25,15,12,22,13,23,6,23,25,3,38,11,46,2,21,15,2,20,9,12,21,12,19,23,10,14,29,13,7,5,23,34,33,14,7,12,11,11,18,14,18,14,15,5,27,6,9,11,16,16,8,18,18,0,21,13,6,7,9,27,10,6,4,23,8,17,5,9,3,27,25,12,13,36,8,40,8,8,31,16,12,5,9,6,22,0,15,5,22,13,28,15,18,21,17,10,1,14,22,12,30,15,19,11,12,12,12,11,8,7,10,14,15,18,11,15,16,7,18,51,6,17,12,8,32,12,19,28,14,16,15,32,17,12,5,13,17,20,19,19,33,41,18,19,10,18,27,18,9,15,8,18,17,11,29,20,8,9,17,16,4,20,25,16,10,11,13,10,29,12,16,11,24,26,15,8,13,19,28,35,14,9,33,38,8,32,8,45,5,32,21,17,32,13,66,36,21,45,21,11,20,28,29,15,38,30,34,32,23,34,49,33,19,12,16,22,8,33
874,758x758,21,13,34,31,35,56,27,38,28,28,13,34,27,21,26,11,11,17,16,38,22,5,22,20,22,6,4,20,29,20,27,6,18,30,9,20,27,22,26,22,15,15,30,17,10,25,15,15,13,24,27,15,10,7,13,21,14,9,18,19,9,18,21,32,39,13,20,20,9,18,8,24,21,32,14,5,30,12,13,26,17,23,12,21,10,7,25,27,10,30,10,10,16,16,23,23,18,9,20,28,25,11,11,22,36,24,14,27,18,16,22,27,12,14,9,7,16,31,13,35,21,16,22,23,14,44,17,27,32,27,12,20,10,17,11,22,6,20,17,0,10,10,19,27,12,29,16,14,9,21,28,15,0,16,20,30,8,8,20,6,16,37,23,12,19,9,18,26,17,30,21,62,37,10,15,5,37,19,25,36,27,24,3,11,10,26,24,0,20,4,28,22,26,27,33,8,18,15,17,8,35,30,16,16,15,16,8,22,23,15,29,14,18,27,36,16,70,12,55,25,51,46,29,44,15,41,32,33,79,15,16,37,52,30,19,45,28,44,38,31,45,56,37,23,22,26,44,8,48
882,752x226,21,33,38,32,32,141,39,58,38,37,36,52,22,19,34,31,19,25,32,45,47,23,40,33,58,51,34,36,32,49,56,47,46,51,19,12,18,24,12,61,34,39,48,50,28,29,49,22,26,54,35,21,23,25,54,18,27,32,32,25,20,39,38,42,19,17,39,53,23,35,52,66,32,27,31,19,38,29,42,31,27,42,23,23,23,43,37,31,9,46,28,40,20,34,55,24,20,28,22,28,50,29,45,37,58,24,23,38,39,26,27,27,37,19,24,33,24,48,39,17,37,28,29,51,36,38,29,14,33,31,34,39,29,36,34,23,23,37,17,14,36,21,22,31,18,27,23,50,11,14,98,14,27,53,20,42,21,21,39,5,34,29,19,42,46,33,36,43,32,48,11,43,80,10,55,38,20,59,35,35,22,61,16,37,36,55,67,24,24,47,23,28,41,48,41,37,25,28,22,24,20,38,51,40,44,31,74,22,45,38,41,26,32,30,133,38,123,10,89,41,74,59,34,89,23,111,94,66,166,23,39,72,111,91,37,74,58,81,76,57,67,94,72,42,43,39,61,11,86
883,512x340,16,5,23,2,8,50,17,29,4,5,12,8,7,12,4,0,9,27,9,11,9,11,25,6,23,13,10,10,11,20,22,28,3,6,6,1,10,38,17,6,8,10,4,26,11,9,17,8,3,17,20,16,25,4,33,22,10,14,17,1,1,6,26,18,11,16,7,7,11,23,14,10,7,10,7,10,9,9,14,11,15,7,16,16,1,16,11,1,20,8,9,4,13,19,5,3,8,13,10,7,10,4,12,14,8,24,13,18,11,17,5,8,21,10,5,27,15,10,20,8,10,22,16,10,5,13,11,2,27,9,14,15,10,4,25,24,9,2,2,4,18,4,16,19,11,16,7,16,20,1,28,3,7,13,12,16,9,8,13,5,15,11,29,2,13,8,21,13,18,12,15,23,11,7,7,5,0,23,25,17,24,13,15,22,10,12,0,1,1,3,2,23,24,36,19,20,14,4,23,3,18,12,31,15,8,14,11,12,20,13,21,12,9,31,25,10,40,6,30,10,27,21,22,33,11,41,23,22,25,15,67,23,24,17,16,34,19,23,29,19,42,29,23,27,17,16,62,41,26
884,758x340,25,19,27,9,18,58,3,22,0,18,11,11,16,9,6,15,11,15,8,10,14,10,10,8,20,27,7,36,16,8,13,25,4,8,11,8,8,19,7,15,5,19,10,42,18,4,12,9,13,18,30,20,21,20,11,15,20,25,7,10,14,15,14,26,22,4,6,21,20,9,14,16,24,26,17,10,16,12,16,8,27,18,7,13,20,20,20,8,12,11,25,3,11,11,5,7,12,6,12,8,22,15,8,21,15,21,16,14,16,14,26,22,14,17,12,13,17,17,10,27,15,11,36,31,28,21,16,1,18,6,14,28,11,4,10,5,12,7,8,12,18,4,12,11,7,14,20,18,15,10,34,15,0,16,12,10,2,13,16,12,7,26,12,6,29,6,16,9,27,14,14,19,10,19,10,19,24,19,10,12,16,16,21,18,33,19,15,13,9,2,12,6,14,19,15,11,13,2,15,14,21,19,22,22,12,14,49,14,33,15,19,14,16,42,29,13,38,5,42,15,27,27,18,27,20,36,46,20,37,15,21,32,34,30,31,36,29,22,18,19,21,46,28,57,12,25,49,13,18
885,457x353,19,4,15,4,6,17,4,14,20,10,15,7,18,5,2,4,11,23,5,5,10,23,8,12,16,10,5,14,7,10,17,13,4,1,10,6,0,11,15,9,0,1,11,23,7,2,9,7,3,22,10,10,10,10,9,5,3,2,4,8,8,11,7,13,8,2,19,18,13,8,4,8,17,20,11,5,3,4,4,15,18,17,4,8,3,15,11,2,15,7,14,2,10,5,10,3,21,5,3,2,11,5,1,4,13,11,7,3,20,6,12,8,5,9,4,16,7,23,19,24,3,8,7,19,13,14,4,6,15,4,4,21,5,6,5,4,10,7,6,2,14,9,16,19,10,12,0,11,2,3,9,6,3,29,5,6,0,1,9,0,0,11,7,8,7,10,11,13,12,15,5,17,13,8,10,13,20,14,17,4,7,8,3,7,5,33,8,8,6,9,12,1,14,20,17,5,8,6,4,13,5,12,1,8,5,1,20,15,12,6,23,7,6,4,47,8,39,6,26,7,19,12,10,17,7,24,27,15,48,7,8,10,21,18,12,20,13,21,23,24,16,29,22,21,10,19,19,5,25
886,276x422,8,11,13,26,39,53,16,40,10,23,42,19,13,27,15,14,1,26,15,23,29,20,19,10,5,7,11,18,16,29,32,26,16,25,6,7,27,17,4,30,8,36,11,18,12,26,17,13,12,10,18,25,14,4,32,19,26,13,21,16,10,30,6,38,13,6,7,44,16,24,18,21,20,26,20,21,9,10,10,17,29,4,15,14,14,29,13,8,14,22,9,14,5,17,20,11,20,20,20,12,18,12,19,21,21,7,22,40,12,13,18,18,4,21,4,25,12,30,34,11,13,29,24,19,9,26,28,18,32,17,21,32,17,27,9,8,18,14,18,8,14,2,12,23,14,34,11,16,13,21,34,5,6,24,7,20,14,10,26,7,19,21,23,10,19,15,14,20,29,7,15,31,12,15,16,19,8,14,43,16,17,23,10,23,17,30,28,3,18,14,20,7,23,20,15,20,10,15,20,3,14,11,9,24,7,17,9,16,24,13,27,10,13,41,68,15,78,7,58,21,34,26,27,51,17,53,52,46,67,13,14,33,42,39,21,52,28,42,40,34,43,35,50,28,13,43,13,9,24
887,637x514,23,17,26,34,29,74,11,57,27,38,37,54,26,42,26,46,6,15,31,31,33,33,24,18,16,21,31,44,31,22,41,32,25,47,22,25,41,21,15,37,32,22,35,41,31,34,33,18,23,24,58,30,10,30,70,31,15,63,46,11,16,35,20,44,17,29,25,35,29,18,25,40,34,48,35,1,23,16,19,22,43,49,42,11,20,16,28,20,25,37,24,8,22,38,46,30,15,21,24,13,57,41,21,34,42,29,19,8,27,35,32,26,27,30,19,38,26,49,20,49,20,27,21,54,16,48,44,30,55,38,29,34,40,23,16,47,16,5,22,11,14,38,37,21,15,29,19,40,42,13,55,38,31,45,19,31,36,32,24,20,21,29,24,37,31,8,21,44,52,53,39,43,54,10,17,37,23,34,32,23,26,17,19,21,31,47,19,22,26,18,27,19,34,15,38,23,26,18,27,21,21,21,27,24,24,42,30,20,28,30,27,26,18,34,128,23,117,11,88,23,86,61,34,83,23,90,93,58,126,20,29,52,76,67,29,86,56,47,62,84,70,91,67,43,35,57,30,11,70
888,441x784,8,11,27,17,25,28,15,34,18,6,12,16,10,20,17,14,4,17,8,20,5,18,16,1,9,9,15,24,21,5,15,38,9,11,7,2,5,31,21,23,23,29,13,13,1,8,21,4,11,11,10,5,7,9,29,6,22,7,22,12,10,20,2,18,14,0,9,4,31,11,12,13,7,43,15,15,8,2,2,24,8,11,10,9,14,15,3,1,8,12,11,1,7,13,23,10,8,7,10,1,23,7,5,9,13,15,13,2,10,8,14,7,24,16,10,13,6,39,21,25,14,24,11,11,7,16,14,5,11,16,11,19,32,14,2,2,11,19,13,12,6,14,9,5,6,24,12,12,31,18,28,9,7,13,18,10,9,4,8,5,2,28,28,17,15,16,17,6,5,15,9,10,13,12,24,7,15,53,11,18,13,22,12,9,9,15,9,6,8,5,4,15,14,17,23,19,23,23,10,8,11,10,21,14,15,20,21,19,13,14,17,7,17,27,28,9,24,6,33,12,20,25,15,32,9,67,26,16,29,12,16,18,18,15,10,30,16,20,24,18,27,31,17,12,9,24,24,18,24
889,417x208,15,17,17,26,41,82,16,71,20,41,24,26,15,24,33,32,26,23,18,38,33,18,8,25,20,11,46,9,33,41,40,28,24,26,28,12,19,24,25,46,20,29,29,46,12,35,24,23,8,19,57,33,24,21,46,36,19,25,17,10,5,16,25,15,24,28,37,41,26,41,28,39,15,39,36,9,15,16,20,17,31,24,40,25,13,24,11,9,18,20,17,22,35,15,29,35,15,48,14,12,36,36,35,18,36,24,25,35,14,19,16,12,19,11,16,45,34,27,23,22,47,19,20,42,16,28,34,17,38,29,19,17,44,21,56,28,14,36,7,2,19,22,33,22,11,17,15,27,18,19,90,28,16,38,26,30,14,11,16,14,20,24,30,34,18,17,19,25,44,23,18,50,50,13,34,32,22,31,46,10,37,7,3,30,20,26,28,11,39,12,28,24,34,28,13,30,35,6,46,18,16,18,32,28,25,27,11,21,16,35,21,15,23,26,99,29,118,8,78,26,63,47,35,79,16,59,61,54,155,20,23,56,71,66,22,74,49,65,56,74,67,88,64,44,31,51,28,7,55
890,317x221,30,5,25,10,20,34,19,15,1,17,11,19,4,12,26,6,10,14,18,5,10,6,17,17,14,17,5,25,7,17,4,16,8,13,4,15,9,19,21,18,11,19,24,22,16,15,12,3,10,14,13,7,12,5,24,11,19,6,16,8,6,18,9,31,8,10,4,25,15,17,7,21,15,24,7,3,23,3,10,12,17,26,20,9,8,15,15,6,23,31,16,11,18,17,14,18,21,7,8,7,24,6,9,33,6,28,9,36,9,18,4,8,9,19,10,17,13,31,20,19,9,33,18,30,9,26,15,8,11,10,20,30,22,4,6,25,14,42,10,10,3,18,6,15,22,17,12,20,27,24,33,19,9,26,14,17,5,13,19,3,9,10,21,16,12,14,9,15,13,13,11,12,32,8,4,9,8,20,15,21,18,24,0,16,8,16,15,10,6,3,17,6,23,37,37,11,14,5,3,8,11,18,12,25,19,7,12,28,14,15,14,21,10,36,38,7,35,6,42,16,16,19,3,40,12,32,28,24,77,12,12,29,28,28,17,32,30,23,32,15,13,43,18,10,12,31,47,2,34
891,389x248,20,14,21,13,44,59,14,26,33,22,31,26,17,23,20,15,10,25,23,29,15,15,18,26,33,16,14,12,18,35,47,16,4,13,19,2,25,24,30,27,14,16,24,48,9,17,21,24,9,17,53,30,9,10,25,13,15,28,21,1,10,15,24,21,34,25,16,29,13,15,16,28,15,45,15,9,20,9,10,24,7,20,30,0,19,23,16,14,17,15,22,15,15,15,39,9,5,19,16,3,41,14,44,5,34,33,21,15,25,30,16,14,9,20,7,25,15,47,21,40,12,29,14,24,18,26,31,14,30,29,20,26,16,3,33,29,0,19,23,9,22,14,11,14,19,11,27,22,12,28,52,18,36,19,8,39,16,5,5,10,10,38,25,20,16,13,32,22,24,21,8,27,28,26,16,13,9,12,16,19,25,5,14,31,32,26,29,1,11,23,24,21,36,25,21,19,32,20,19,17,16,8,37,23,25,21,21,30,35,24,39,21,27,23,73,16,102,12,61,20,49,38,32,52,11,51,52,46,91,22,30,43,54,55,26,70,41,52,40,30,53,64,59,25,27,23,37,5,42
892,446x252,24,3,13,15,18,109,12,35,9,34,36,14,28,20,21,14,8,20,37,18,35,39,17,15,30,11,24,16,27,29,60,24,43,31,10,17,10,8,31,23,25,16,18,25,18,12,15,9,8,13,30,27,16,12,24,40,25,14,12,14,15,33,23,16,30,18,29,25,33,31,16,36,21,29,27,6,14,10,20,8,36,23,40,15,6,19,15,23,19,45,25,18,17,23,21,7,25,16,4,16,41,37,40,24,46,23,20,42,23,8,22,17,20,13,1,38,12,31,25,19,20,16,17,39,13,27,35,21,21,34,29,30,12,24,10,15,30,9,17,13,13,7,19,24,27,29,13,29,16,11,49,6,22,22,7,22,13,11,27,9,17,29,14,27,8,6,8,24,36,19,37,36,38,29,20,20,34,28,40,37,36,16,15,18,23,27,11,5,9,13,21,20,49,26,28,29,8,9,18,22,26,19,20,24,3,17,12,22,25,21,18,9,12,29,89,25,112,14,88,28,55,48,25,72,16,67,50,52,132,28,22,53,63,60,31,68,40,55,56,47,54,55,46,28,31,35,20,5,48
893,670x256,13,13,25,22,49,72,30,35,20,20,26,34,22,37,27,30,19,26,28,34,29,28,24,16,48,7,16,13,13,26,66,31,9,40,43,11,21,17,19,37,4,43,23,26,17,41,30,12,17,19,39,31,13,37,59,23,28,16,36,9,11,41,20,27,27,28,17,41,23,24,53,60,50,48,41,12,40,15,23,9,26,11,29,9,18,8,22,27,24,22,9,12,16,29,43,5,14,24,38,22,46,33,27,34,30,23,25,17,18,16,24,20,32,22,17,36,19,42,42,27,32,41,24,49,32,22,44,27,58,56,21,4,21,7,24,20,18,11,17,24,30,11,26,25,37,44,42,21,27,46,84,19,29,41,28,25,8,30,20,22,7,28,12,36,17,20,43,25,40,61,18,63,54,28,37,48,29,11,44,24,58,19,14,27,19,24,47,19,27,18,17,26,40,20,43,19,16,13,46,22,27,20,39,11,29,27,29,34,21,31,36,32,16,40,108,37,113,20,90,38,72,64,34,71,22,79,92,47,147,27,25,71,70,63,27,93,41,61,59,60,62,86,68,27,36,47,24,10,56
894,592x276,37,13,34,31,27,26,37,44,11,29,23,24,26,22,24,27,26,17,18,38,12,21,27,20,18,17,11,32,18,28,45,29,16,35,22,24,27,5,24,18,16,24,18,29,6,11,29,7,17,18,51,22,12,9,33,27,26,31,18,16,9,24,29,22,24,10,5,28,13,29,35,18,13,23,22,7,9,9,23,19,13,15,49,23,25,13,32,7,37,22,8,13,24,26,20,18,11,16,21,24,27,19,14,24,15,21,12,17,21,11,1,17,22,25,16,49,21,24,29,18,36,16,27,31,18,22,28,23,26,18,16,20,25,19,33,31,12,23,9,11,20,25,29,12,14,35,12,30,28,23,21,7,15,33,13,38,10,36,26,11,17,25,20,20,21,12,25,15,24,29,28,56,34,7,12,23,41,31,46,34,26,11,11,2,20,36,25,22,25,18,24,22,20,8,37,22,35,45,14,27,6,28,30,25,39,44,21,29,37,23,13,25,15,17,98,21,109,10,82,22,58,51,23,46,22,81,60,51,77,22,38,54,71,67,20,73,22,59,64,41,48,61,51,42,25,37,10,2,40
895,597x330,29,14,16,19,36,43,27,39,31,29,22,36,20,29,6,20,13,18,21,36,35,34,11,22,28,20,9,26,41,36,26,24,3,8,9,18,17,33,16,33,28,25,32,40,16,28,16,17,12,17,21,22,29,14,24,7,19,7,19,15,2,18,12,15,20,8,22,12,28,22,18,27,28,41,29,7,8,14,8,15,22,17,16,9,21,9,13,2,17,55,16,30,25,25,10,7,23,13,23,15,27,13,12,27,30,23,3,32,19,13,23,19,20,6,11,22,10,27,31,37,24,23,24,36,23,11,36,7,29,12,37,15,27,13,29,19,12,22,19,13,34,18,13,19,13,28,25,19,14,16,38,30,14,23,14,21,4,10,25,23,19,18,22,26,8,18,32,25,33,41,16,39,63,32,17,27,29,42,27,16,36,43,8,24,26,22,39,11,10,45,29,19,31,19,22,18,38,23,21,10,42,19,16,17,6,30,29,29,32,18,35,26,15,31,91,26,93,10,64,15,55,54,23,58,21,70,62,36,72,19,31,55,51,41,27,58,31,54,51,35,53,52,44,34,21,23,29,8,39
896,376x441,32,22,18,17,45,39,8,28,20,26,57,40,18,31,8,19,16,16,38,20,24,26,22,20,33,22,14,30,12,32,34,17,13,18,15,2,15,10,13,26,13,24,14,44,2,26,21,22,0,16,42,25,17,7,25,29,26,18,37,9,10,33,8,25,19,12,17,33,27,11,23,30,9,34,19,12,12,4,10,20,26,24,8,12,10,19,21,25,14,28,12,14,27,18,20,4,15,19,10,8,33,22,22,22,26,17,34,28,17,20,21,7,22,11,10,25,17,35,24,38,5,36,19,18,8,10,17,42,36,22,23,20,25,16,11,12,3,3,14,7,9,11,16,16,15,15,4,18,11,22,36,17,12,41,18,20,6,25,7,13,10,21,18,14,15,15,13,22,23,20,22,32,26,4,14,34,32,5,29,18,20,24,14,21,23,17,21,24,26,8,26,14,18,9,5,24,16,13,24,23,16,20,21,21,10,10,11,28,14,26,15,15,21,22,69,21,90,12,57,16,46,37,23,35,13,64,44,37,91,16,28,29,37,33,26,55,28,38,43,44,48,51,36,21,17,35,39,14,41
897,392x494,6,4,0,5,16,19,6,5,9,4,13,5,10,3,14,23,7,7,8,10,7,15,8,6,5,9,2,2,8,10,16,6,1,16,6,0,16,22,9,10,10,14,14,23,0,12,10,13,2,15,10,24,6,3,14,7,6,7,8,6,4,21,10,5,9,1,4,9,2,13,26,8,3,11,9,6,10,13,1,2,0,23,15,1,5,0,3,2,16,18,4,2,13,7,5,9,9,11,9,9,15,6,1,4,13,11,14,13,4,12,4,11,11,6,9,21,6,4,5,8,14,22,8,2,2,10,4,2,14,6,12,9,5,7,7,6,7,4,2,2,0,8,1,0,8,12,2,4,28,7,18,0,1,14,5,15,4,3,9,3,11,1,28,9,8,2,9,14,15,22,3,12,22,20,8,4,19,20,12,9,8,14,11,8,8,1,10,0,5,2,16,6,14,29,15,1,9,7,3,5,3,7,3,4,6,6,9,14,8,14,8,5,8,14,23,10,25,8,22,9,18,14,4,17,12,19,20,17,31,4,33,8,8,16,10,18,15,17,19,18,22,18,11,13,3,8,36,27,16
